Hue,Saturation,Value
0.583333333,1,0.4
0.221264368,0.623655914,0.364705882
0.227777778,0.560747664,0.419607843
0.091503268,1,1
0.778138528,0.754901961,0.8
0.589285714,0.413793103,0.796078431
0.383597884,0.984375,0.752941176
0.729773463,0.481308411,0.839215686
0.026041667,0.824742268,0.760784314
0.950113379,0.636363636,0.905882353
0.611111111,1,0.6
0.984126984,0.265822785,0.309803922
0.808641975,0.519230769,0.203921569
0.91580756,0.718518519,0.529411765
0,1,0.545098039
0.042042042,0.47639485,0.91372549
0.955823293,0.965116279,0.337254902
0.333333333,0.239361702,0.737254902
0,0.666666667,0.235294118
0.554054054,0.345794393,0.839215686
0.69017094,0.561151079,0.545098039
0.5,0.405063291,0.309803922
0.417582418,0.798245614,0.447058824
0.125,0.44137931,0.568627451
0.105485232,0.929411765,1
0.075757576,0.305555556,0.282352941
0.981481481,0.617647059,0.8
0.502392344,1,0.819607843
0.089430894,0.196172249,0.819607843
0.7835703,1,0.82745098
0.143356643,0.922580645,0.607843137
0.422619048,1,0.439215686
0,0,0.333333333
0.940650407,0.953488372,0.843137255
0.446969697,0.507692308,0.509803922
0.96350365,0.810650888,0.662745098
0.993019197,0.79916318,0.937254902
0.053791887,0.811158798,0.91372549
0.915674603,0.770642202,0.854901961
0.096078431,0.34,0.980392157
0.008849558,0.610810811,0.725490196
0.003546099,0.419642857,0.439215686
0.833333333,0.564766839,0.756862745
0.338487973,0.950980392,0.4
0.459090909,0.887096774,0.48627451
0.495555556,1,0.294117647
0.666666667,0.5,0.4
0.131659056,0.893877551,0.960784314
0.777777778,0.545454545,0.733333333
0.833333333,1,0.8
0,1,0.509803922
0.833333333,0.45754717,0.831372549
0.357723577,0.436170213,0.368627451
0.071428571,0.356862745,1
0.909929078,0.921568627,1
0.974025974,0.455621302,0.662745098
0,0.992481203,0.521568627
0.93236715,0.522727273,0.517647059
0.083333333,0.8,1
0.541830065,1,1
0.539215686,0.314814815,0.423529412
0.227777778,0.560747664,0.419607843
0.989583333,0.253968254,0.494117647
0.949074074,0.352941176,0.4
0.75,1,0.4
0.079037801,0.521505376,0.729411765
0.592261905,0.888888889,0.741176471
0.629504505,0.813186813,0.71372549
0.5,0.333333333,0.6
0.091085271,0.445595855,0.756862745
0.069892473,0.261603376,0.929411765
0.977969349,0.743589744,0.917647059
0.530952381,0.274509804,1
0,0,0.411764706
0.963963964,0.751269036,0.77254902
0.081018519,0.464516129,0.607843137
0.582222222,0.882352941,1
0.930191972,0.888372093,0.843137255
0.271317829,0.459893048,0.733333333
0.361111111,0.084507042,0.556862745
0.096774194,0.607843137,0.4
0.118110236,0.846666667,0.588235294
0.666666667,1,0.611764706
0.017857143,0.122270742,0.898039216
0.115384615,0.217573222,0.937254902
0.094871795,0.577777778,0.882352941
0.269230769,0.139784946,0.364705882
0.126262626,0.340206186,0.760784314
0,0,0.105882353
0.914141414,0.340206186,0.380392157
0.128205128,0.108333333,0.941176471
0.626666667,0.903614458,0.650980392
0.507692308,0.509803922,1
0.958823529,1,1
0.5,1,1
0.333333333,1,1
0.739215686,1,1
0.806372549,0.266666667,1
0.2,1,1
0.791503268,1,1
0.707843137,1,1
0.760130719,1,1
0.166666667,0.8,1
0.388888889,0.6,0.784313725
0.788617886,0.630769231,0.509803922
0.45,0.649350649,0.301960784
0.93877551,0.272222222,0.705882353
0.987847222,0.561403509,0.670588235
0.994987469,0.651960784,0.8
0.802083333,0.347826087,0.360784314
0.373333333,0.25,0.784313725
0.446712018,0.68372093,0.843137255
0.091085271,0.445595855,0.756862745
0,0.8125,0.501960784
0.88974359,0.718232044,0.709803922
0.939285714,0.630630631,0.870588235
0.890027322,1,0.956862745
0.082621083,0.510917031,0.898039216
0.395833333,0.172043011,0.364705882
0.078947368,0.300395257,0.992156863
0.293939394,0.454545455,0.474509804
0.026143791,1,1
0.115384615,0.722222222,0.423529412
0.972709552,0.670588235,1
0,0.808988764,0.698039216
0.99137931,0.844660194,0.807843137
0.046875,0.849557522,0.88627451
0.954545455,0.436507937,0.988235294
0.076388889,0.672897196,0.419607843
0.144444444,0.425101215,0.968627451
0.138888889,0.453781513,0.933333333
0.887860082,1,0.635294118
0.111111111,0.058823529,1
0.124836601,1,1
0.909929078,0.921568627,1
0.2,1,1
0.948366013,1,1
0.412935323,0.985294118,0.266666667
0.333333333,0.755395683,0.545098039
0.071111111,0.451807229,0.650980392
0.095238095,0.421052632,0.521568627
0.565062389,1,0.733333333
0.927192982,0.750988142,0.992156863
0.804347826,0.323943662,0.556862745
0.247038917,0.778656126,0.992156863
0.833333333,0.45754717,0.831372549
0.942528736,0.57312253,0.992156863
0.903669725,0.84496124,0.505882353
0.031400966,0.884615385,0.305882353
0.969892473,0.778894472,0.780392157
0.937984496,0.699186992,0.964705882
0.590123457,0.531496063,0.996078431
0.775,0.970873786,0.807843137
0.955399061,0.825581395,0.674509804
0.54494382,0.349019608,1
0.894785847,0.768240343,0.91372549
0.833333333,1,1
0.833333333,0.564766839,0.756862745
0.833333333,0.533333333,1
0.925170068,0.720588235,0.8
0.936868687,0.663316583,0.780392157
0.096491228,1,0.894117647
0,0.5,0.8
0,0,0.862745098
0.109546166,0.934210526,0.894117647
0.111842105,1,0.596078431
0.137837838,0.725490196,1
0.467191601,1,0.498039216
0.666666667,0.02745098,1
0.017730496,0.534090909,0.690196078
0.045185185,0.885826772,0.996078431
0.095643939,1,0.690196078
0.600775194,0.472527473,0.71372549
0.65,0.08,0.980392157
0.792929293,0.184357542,0.701960784
0.432748538,1,0.670588235
0.127388535,0.740566038,0.831372549
0.140522876,1,1
0.118181818,0.413533835,0.521568627
0.101010101,0.862745098,0.6
0.128306878,1,0.988235294
0.145751634,1,1
0.119175627,0.853211009,0.854901961
0,0,0.403921569
0.31372549,0.298245614,0.894117647
0.756097561,0.732142857,0.658823529
0,0,0.501960784
0,0,0.501960784
0,0,0.745098039
0.325,0.224719101,0.349019608
0.635416667,0.186046512,0.674509804
0.333333333,1,1
0.439814815,0.837209302,0.674509804
0.333333333,1,0.501960784
0.451388889,1,0.658823529
0.445492662,1,0.623529412
0.397880539,1,0.678431373
0.414141414,1,0.647058824
0.264550265,0.715909091,0.690196078
0.581799591,0.905555556,0.705882353
0.444444444,1,0.6
0.232817869,0.795081967,0.956862745
0.466145833,0.367816092,0.682352941
0.232371795,0.815686275,1
0.095238095,0.823529412,0.533333333
0.095238095,0.207100592,0.662745098
0.416339869,1,1
0.555555556,0.263157895,0.223529412
0.897163121,0.460784314,0.4
0.618705036,0.671497585,0.811764706
0.709439528,0.904,0.980392157
0.141534392,0.540772532,0.91372549
0.292156863,1,1
0.290502793,0.881773399,0.796078431
0.981757877,1,0.788235294
0.110856269,1,0.854901961
0.166666667,1,0.501960784
0.079738562,1,1
0.973333333,1,0.588235294
0.795238095,0.549019608,1
0.851851852,0.105882353,0.666666667
0.818181818,1,0.733333333
0.890027322,1,0.956862745
0.333333333,0.058823529,1
0.56344697,1,0.690196078
0.451388889,0.396694215,0.474509804
0.869469027,0.88627451,1
0.916666667,0.588235294,1
0.357723577,0.436170213,0.368627451
0.575601375,0.461904762,0.823529412
0.161392405,0.626984127,0.988235294
0.348888889,0.39893617,0.737254902
0.454861111,0.662068966,0.568627451
0.802777778,0.560747664,0.419607843
0.627516779,1,0.584313725
0.903333333,0.980392157,0.4
0.986394558,0.827004219,0.929411765
0.234265734,0.605932203,0.925490196
0.641414141,0.302752294,0.42745098
0.319010417,0.941176471,0.533333333
0,0.551219512,0.803921569
0.096428571,0.616740088,0.890196078
0.762820513,1,0.509803922
0.639902676,0.938356164,0.57254902
0.762820513,1,0.509803922
0.967948718,0.71372549,1
0.703125,0.941176471,0.8
0.619760479,1,0.654901961
0.051633987,1,1
0.009578544,0.935483871,0.729411765
0.011261261,0.770833333,0.752941176
0.680989583,0.618357488,0.811764706
0.93993994,0.620111732,0.701960784
0.083333333,0.032786885,0.956862745
0.333333333,1,0.564705882
0.5,0.301960784,1
0.166666667,0.058823529,1
0.439484127,1,0.658823529
0.985632184,0.738853503,0.615686275
0.524509804,0.472222222,0.282352941
0.853658537,0.450549451,0.356862745
0.131147541,0.491935484,0.97254902
0.996794872,0.725581395,0.843137255
0.91017316,0.933333333,0.647058824
0.022619048,0.642201835,0.854901961
0,0,0.203921569
0.135135135,0.909836066,0.956862745
0.590614887,0.427385892,0.945098039
0.203562341,0.600917431,0.854901961
0.453846154,0.760233918,0.670588235
0.279471545,0.877005348,0.733333333
0.032212885,0.959677419,0.48627451
0.474576271,0.670454545,0.690196078
0.185897436,0.426229508,0.956862745
0.103333333,0.256410256,0.764705882
0.15,0.416666667,0.941176471
0.254016064,0.72489083,0.898039216
0.032448378,0.830882353,0.533333333
0.914351852,0.311688312,0.905882353
0.076388889,0.672897196,0.419607843
0.287037037,0.272727273,0.258823529
0.740143369,0.709923664,0.51372549
0.99066092,1,0.909803922
0.392857143,0.933333333,0.470588235
0.771929825,0.085972851,0.866666667
0.583333333,0.756410256,0.611764706
0.166666667,0.6,1
0.264367816,0.155913978,0.729411765
0.986038394,0.922705314,0.811764706
0.764184397,0.427272727,0.862745098
0.666666667,0.08,0.980392157
0.666666667,0.2,1
0.944444444,0.058823529,1
0.679487179,0.0625,0.815686275
0.73536036,0.629787234,0.921568627
0.833333333,0.453781513,0.933333333
0.666666667,0.08,0.980392157
0.922077922,0.306772908,0.984313725
0.742937853,0.324175824,0.71372549
0.877289377,0.362549801,0.984313725
0.251322751,1,0.988235294
0.161437908,1,1
0.15,0.196078431,1
0.124761905,0.857843137,0.8
0.167973856,1,1
0.18496732,1,1
0.130952381,0.227642276,0.964705882
0.15625,0.690196078,1
0.016666667,0.384615385,0.101960784
0.654618474,0.497005988,0.654901961
0.078947368,0.300395257,0.992156863
0.540935673,0.247826087,0.901960784
0.078947368,0.839779006,0.709803922
0.98687664,0.552173913,0.901960784
0.598484848,0.392857143,0.878431373
0,0.466666667,0.941176471
0.557471264,0.371794872,0.917647059
0.952380952,0.571428571,0.960784314
0.5,0.121568627,1
0.884458078,0.639215686,1
0.105022831,0.365,0.784313725
0.847578348,0.469879518,0.976470588
0.166666667,0.16,0.980392157
0,0,0.82745098
0.833333333,0.25,0.8
0.333333333,0.394957983,0.933333333
0.905701754,0.298039216,1
0.15,0.416666667,0.941176471
0.857142857,0.265402844,0.82745098
0.333333333,0.224215247,0.874509804
0.873655914,0.269565217,0.901960784
0.724043716,0.281105991,0.850980392
0.974885845,0.28627451,1
0.038377193,0.652360515,0.91372549
0.047619048,0.521568627,1
0,0.4,1
0.49086758,0.820224719,0.698039216
0.563768116,0.46,0.980392157
0.583333333,0.222222222,0.6
0.594202899,0.207207207,0.870588235
0.071428571,0.391061453,0.701960784
0.944444444,0.37826087,0.901960784
0.166666667,0.121568627,1
0.833333333,0.19,0.784313725
0.863636364,0.126436782,0.682352941
0.208496732,1,1
0.333333333,1,1
0.333333333,0.756097561,0.803921569
0.2,0.953608247,0.760784314
0.293650794,0.943820225,0.349019608
0.083333333,0.08,0.980392157
0.5995671,0.385,0.784313725
0.924924925,0.5,0.870588235
0.589285714,0.509090909,0.862745098
0.026041667,0.310679612,0.403921569
0.079254079,0.777173913,0.721568627
0.032467532,0.712962963,0.423529412
0.075757576,0.434210526,0.596078431
0.583333333,0.5,0.8
0.076666667,0.196078431,1
0,0.860869565,0.901960784
0.590163934,1,0.239215686
0.074229692,0.466666667,1
0.996732026,0.75,0.8
0.833333333,1,1
0.923529412,0.666666667,1
0.910331384,0.846534653,0.792156863
0.928904429,0.6875,0.815686275
0.905882353,1,1
0.909259259,0.566037736,0.623529412
0.904139434,0.75,0.8
0.426190476,0.291666667,0.941176471
0.96969697,0.733333333,1
0.727272727,0.043137255,1
0.055555556,1,0.752941176
0.150843882,0.629482072,0.984313725
0.685714286,0.636363636,0.862745098
0.389694042,0.949541284,0.854901961
0.640350877,0.111764706,0.666666667
0.048732943,0.703703704,0.952941176
0.055851064,0.737254902,1
0.306737589,0.482051282,0.764705882
0.837009804,1,0.533333333
0.106965174,0.858974359,0.917647059
0.959876543,0.830769231,0.764705882
0,1,0.501960784
0.9375,0.727272727,0.690196078
0.767932489,0.309803922,1
0.953333333,0.344827586,0.568627451
0.965517241,0.364016736,0.937254902
0.541353383,0.651960784,0.8
0.5,0.748691099,0.749019608
0.666666667,0.252173913,0.901960784
0.250915751,0.65,0.549019608
0.181111111,0.652173913,0.901960784
0.805194805,0.6015625,0.501960784
0,0.847926267,0.850980392
0.902777778,0.65060241,0.650980392
0.166666667,0.78,0.980392157
0.111439842,0.698347107,0.949019608
0.310416667,0.551724138,0.568627451
0.569852941,0.541832669,0.984313725
0.121568627,0.742358079,0.898039216
0.428571429,0.538461538,0.866666667
0.666666667,1,0.803921569
0.971212121,0.973451327,0.88627451
0.015027322,0.697142857,0.68627451
0.134259259,0.296296296,0.952941176
0.579365079,0.98,0.588235294
0.446666667,0.471698113,0.207843137
0.833333333,0.2760181,0.866666667
0.80026455,0.597156398,0.82745098
0.562626263,1,0.647058824
0.721183801,0.488584475,0.858823529
0.899509804,0.727272727,0.733333333
0.935534591,0.623529412,0.666666667
0.407563025,0.664804469,0.701960784
0.526479751,0.455319149,0.921568627
0.690298507,0.56302521,0.933333333
0.203921569,0.386363636,0.862745098
0.436,1,0.980392157
0.026041667,0.310679612,0.403921569
0.493917275,0.655502392,0.819607843
0.024193548,0.512396694,0.474509804
0.039029536,0.728110599,0.850980392
0.895131086,0.894472362,0.780392157
0.083333333,0.516129032,0.97254902
0.131147541,0.491935484,0.97254902
0.01826484,0.288537549,0.992156863
0.517948718,0.928571429,0.549019608
0.113333333,0.641025641,0.611764706
0.909356725,1,0.894117647
0.528846154,0.452173913,0.901960784
0.471491228,0.350230415,0.850980392
0.721491228,0.4,0.745098039
0.755319149,0.854545455,0.215686275
0.35978836,0.45,0.549019608
0.2,0.497382199,0.749019608
0.902298851,0.400921659,0.850980392
0.042397661,0.497816594,0.898039216
0.5,1,0.325490196
0.153594771,1,1
0.902777778,0.65060241,0.650980392
0.833333333,0.660714286,0.439215686
0.666666667,0.776785714,0.439215686
0.520080321,1,0.325490196
0.126200274,0.952941176,1
0.2,0.039215686,1
0.932432432,0.145098039,1
0.199115044,0.453815261,0.976470588
0.521126761,0.568,0.490196078
0.141414141,0.673469388,0.960784314
0.439265537,0.655555556,0.705882353
0.416666667,0.039215686,1
0.333333333,0.403921569,1
0.149509804,0.363636364,0.733333333
0.016666667,0.117647059,1
0.095238095,0.14,0.980392157
0.118110236,0.846666667,0.588235294
0.552742616,0.407216495,0.760784314
0.011494253,1,0.682352941
0.208994709,0.409090909,0.603921569
0.448067633,0.741935484,0.729411765
0.897849462,0.202614379,0.6
0.462962963,0.652173913,0.270588235
0.333333333,0.5,0.376470588
0.911202186,0.61928934,0.77254902
0.361111111,0.084507042,0.556862745
0.130738523,0.654901961,1
0.488262911,0.591666667,0.470588235
0.939393939,0.61682243,0.839215686
0.91509434,0.612716763,0.678431373
0.942922374,0.296747967,0.964705882
0.278645833,1,0.501960784
0.132478632,0.624,0.980392157
0.099593496,0.321568627,1
0.666666667,1,0.501960784
0.73536036,0.629787234,0.921568627
0.085106383,0.737254902,1
0.969135802,0.744094488,0.996078431
0.307092199,0.921568627,1
0.62020202,0.833333333,0.776470588
0.007575758,0.409302326,0.843137255
0.333333333,0.017241379,0.454901961
0.53652968,0.308016878,0.929411765
0.388489209,0.965277778,0.564705882
0.268518519,0.141176471,1
0.685507246,0.635359116,0.709803922
0.562280702,1,0.745098039
0.43557423,0.623036649,0.749019608
0.083333333,0.833333333,0.8
0.333333333,1,0.501960784
0.015873016,0.747035573,0.992156863
0.015873016,0.313432836,0.262745098
0.137387387,0.714975845,0.811764706
0.802083333,0.347826087,0.360784314
0.108695652,0.090909091,0.992156863
0.843137255,0.140495868,0.474509804
0.932098765,0.524271845,0.403921569
0.15,0.597014925,0.525490196
0.997395833,0.333333333,0.752941176
0.166666667,0.015151515,0.517647059
0.166666667,1,0.501960784
0.221183801,0.753521127,0.556862745
0.120689655,0.483333333,0.235294118
0.24047619,0.378378378,0.725490196
0.541666667,0.070175439,0.223529412
0.885620915,0.278688525,0.717647059
0.083006536,1,1
0.051088777,0.780392157,1
0.05751634,1,1
0.10107095,0.992031873,0.984313725
0.107843137,1,1
0.103921569,1,1
0.045098039,1,1
0.026455026,0.756,0.980392157
0.126157407,0.580645161,0.97254902
0.839622642,0.486238532,0.854901961
0.949685535,0.219008264,0.949019608
0.042568543,0.920318725,0.984313725
0.083333333,0.673267327,0.396078431
0.53030303,0.144736842,0.298039216
0.033149171,0.709803922,1
0.589201878,1,0.278431373
0,1,0.6
0.530828516,0.860696517,0.788235294
0.333333333,1,0.4
0.648841355,0.827433628,0.88627451
0.854166667,0.615384615,0.407843137
0.571428571,0.182608696,0.901960784
0.5,0.264705882,0.933333333
0.083333333,0.447368421,0.596078431
0.015027322,0.697142857,0.68627451
0.570422535,0.314159292,0.88627451
0.993055556,0.21719457,0.866666667
0.050724638,0.527522936,0.854901961
0.583333333,0.284518828,0.937254902
0.554572271,0.455645161,0.97254902
0.094202899,0.4,0.901960784
0.151960784,0.285714286,0.933333333
0.333333333,0.394422311,0.984313725
0.709219858,0.184313725,1
0.861823362,0.469879518,0.976470588
0.916666667,0.4,1
0.984375,0.128,0.980392157
0.833333333,0.2760181,0.866666667
0.945482866,0.488584475,0.858823529
0.469907407,0.324324324,0.870588235
0.05952381,0.069651741,0.788235294
0.163120567,0.199152542,0.925490196
0.069892473,0.329787234,0.737254902
0.5,0.264705882,0.933333333
0.75,0.4,1
0.945482866,0.488584475,0.858823529
0.361111111,0.084507042,0.556862745
0.913194444,0.8,0.470588235
0.467741935,1,0.607843137
0.103174603,0.164705882,1
0.964285714,0.730434783,0.901960784
0.388888889,0.6,0.784313725
0.979487179,0.299539171,0.850980392
0.545454545,0.15942029,0.811764706
0.078014184,0.361538462,0.509803922
0.166666667,0.053140097,0.811764706
0.333333333,0.461538462,0.866666667
0.925925926,0.368852459,0.956862745
0.097826087,0.721568627,1
